Sr.No,Ticket Ref ID,Category,Sub Category,Description,Created Date,Updated Date,Status,Remark
6260,TKT-006260,General Inquiry,Product Info,System error related to product info component,2024-10-20 00:00:00,2025-05-25 00:00:00,Resolved,Additional information required
6261,TKT-006261,Bug Report,Functional Bug,Issue with functional bug requiring immediate attention,2025-03-19 00:00:00,2025-05-27 00:00:00,Resolved,In progress
6262,TKT-006262,Payment Issue,Card Declined,Request for card declined support and guidance,2024-10-21 00:00:00,2024-12-12 00:00:00,Processing,Resolved successfully
6263,TKT-006263,Security,Unauthorized Access,Customer reported problem with unauthorized access functionality,2024-10-24 00:00:00,2025-05-29 00:00:00,Raised,Awaiting customer response
6264,TKT-006264,Technical Support,Configuration,Unable to access configuration features properly,2025-09-04 00:00:00,2025-09-04 00:00:00,Rejected,Invalid request
6265,TKT-006265,Payment Issue,Duplicate Charge,System error related to duplicate charge component,2025-01-19 00:00:00,2025-02-01 00:00:00,Processing,Invalid request
6266,TKT-006266,Performance,Timeout,Issue with timeout requiring immediate attention,2024-10-07 00:00:00,2024-11-30 00:00:00,Resolved,Pending review
6267,TKT-006267,Feature Request,API,Request for api support and guidance,2025-05-25 00:00:00,2025-06-24 00:00:00,Raised,Pending review
6268,TKT-006268,Bug Report,Performance Bug,Unable to access performance bug features properly,2025-04-25 00:00:00,2025-06-27 00:00:00,Rejected,Duplicate ticket
6269,TKT-006269,Technical Support,Hardware,System error related to hardware component,2025-05-29 00:00:00,2025-09-04 00:00:00,Resolved,Escalated to technical team
6270,TKT-006270,Account Issue,Password Reset,Issue with password reset requiring immediate attention,2025-05-10 00:00:00,2025-08-20 00:00:00,Resolved,In progress
6271,TKT-006271,Feature Request,New Feature,Unable to access new feature features properly,2024-08-07 00:00:00,2025-04-06 00:00:00,Processing,Awaiting customer response
6272,TKT-006272,Billing,Refund Request,Unable to access refund request features properly,2025-02-11 00:00:00,2025-07-03 00:00:00,Rejected,Pending review
6273,TKT-006273,Technical Support,Network,Customer reported problem with network functionality,2025-08-01 00:00:00,2025-08-02 00:00:00,Resolved,Additional information required
6274,TKT-006274,Technical Support,Network,System error related to network component,2025-08-07 00:00:00,2025-08-16 00:00:00,Processing,Invalid request
6275,TKT-006275,Feature Request,API,Customer reported problem with api functionality,2025-02-03 00:00:00,2025-05-15 00:00:00,Processing,Closed as per customer request
6276,TKT-006276,Bug Report,Functional Bug,Request for functional bug support and guidance,2024-03-19 00:00:00,2025-05-29 00:00:00,Processing,Awaiting customer response
6277,TKT-006277,Integration,Data Sync,Request for data sync support and guidance,2024-02-06 00:00:00,2025-03-02 00:00:00,Raised,Duplicate ticket
6278,TKT-006278,Performance,Slow Response,Unable to access slow response features properly,2025-06-29 00:00:00,2025-07-05 00:00:00,Rejected,Invalid request
6279,TKT-006279,Bug Report,UI Bug,Issue with ui bug requiring immediate attention,2024-06-02 00:00:00,2025-05-09 00:00:00,Processing,Duplicate ticket
6280,TKT-006280,Integration,Data Sync,Unable to access data sync features properly,2024-05-22 00:00:00,2025-08-14 00:00:00,Raised,Escalated to technical team
6281,TKT-006281,Bug Report,Functional Bug,Issue with functional bug requiring immediate attention,2024-07-08 00:00:00,2024-12-23 00:00:00,Rejected,Duplicate ticket
6282,TKT-006282,Security,Data Breach,Request for data breach support and guidance,2024-01-03 00:00:00,2024-08-09 00:00:00,Resolved,Closed as per customer request
6283,TKT-006283,Billing,Pricing Query,Customer reported problem with pricing query functionality,2025-04-16 00:00:00,2025-05-15 00:00:00,Resolved,Awaiting customer response
6284,TKT-006284,Bug Report,Performance Bug,Customer reported problem with performance bug functionality,2025-05-23 00:00:00,2025-08-14 00:00:00,Rejected,Resolved successfully
6285,TKT-006285,General Inquiry,Service Query,Request for service query support and guidance,2025-05-18 00:00:00,2025-06-16 00:00:00,Rejected,Pending review
6286,TKT-006286,General Inquiry,Product Info,Request for product info support and guidance,2024-06-03 00:00:00,2024-06-09 00:00:00,Resolved,Escalated to technical team
6287,TKT-006287,Technical Support,Configuration,Unable to access configuration features properly,2024-09-01 00:00:00,2025-05-05 00:00:00,Resolved,Awaiting customer response
6288,TKT-006288,Account Issue,Access Rights,Issue with access rights requiring immediate attention,2024-10-21 00:00:00,2025-01-02 00:00:00,Resolved,In progress
6289,TKT-006289,Account Issue,Password Reset,Request for password reset support and guidance,2024-08-19 00:00:00,2025-07-13 00:00:00,Processing,Additional information required
6290,TKT-006290,Account Issue,Access Rights,System error related to access rights component,2024-08-17 00:00:00,2025-03-07 00:00:00,Resolved,Escalated to technical team
6291,TKT-006291,Security,Data Breach,System error related to data breach component,2025-08-22 00:00:00,2025-09-02 00:00:00,Rejected,Escalated to technical team
6292,TKT-006292,Bug Report,UI Bug,System error related to ui bug component,2024-03-14 00:00:00,2024-07-22 00:00:00,Raised,Awaiting customer response
6293,TKT-006293,Bug Report,Performance Bug,Issue with performance bug requiring immediate attention,2024-04-14 00:00:00,2024-06-28 00:00:00,Raised,Resolved successfully
6294,TKT-006294,Technical Support,Hardware,Issue with hardware requiring immediate attention,2025-05-01 00:00:00,2025-07-24 00:00:00,Raised,Additional information required
6295,TKT-006295,Technical Support,Software,Request for software support and guidance,2025-02-18 00:00:00,2025-07-15 00:00:00,Resolved,Invalid request
6296,TKT-006296,Feature Request,New Feature,Customer reported problem with new feature functionality,2024-08-04 00:00:00,2024-10-14 00:00:00,Raised,Escalated to technical team
6297,TKT-006297,Bug Report,Functional Bug,Issue with functional bug requiring immediate attention,2025-07-25 00:00:00,2025-08-24 00:00:00,Raised,Invalid request
6298,TKT-006298,Account Issue,Access Rights,Issue with access rights requiring immediate attention,2025-08-12 00:00:00,2025-08-31 00:00:00,Raised,Awaiting customer response
6299,TKT-006299,Bug Report,Security Bug,Issue with security bug requiring immediate attention,2025-06-23 00:00:00,2025-08-07 00:00:00,Rejected,Invalid request
6300,TKT-006300,Bug Report,Security Bug,Unable to access security bug features properly,2024-06-22 00:00:00,2024-08-24 00:00:00,Raised,Awaiting customer response
6301,TKT-006301,Payment Issue,Transaction Failed,Customer reported problem with transaction failed functionality,2025-01-19 00:00:00,2025-07-04 00:00:00,Processing,Invalid request
6302,TKT-006302,Technical Support,Software,System error related to software component,2024-03-10 00:00:00,2025-03-26 00:00:00,Processing,Resolved successfully
6303,TKT-006303,Billing,Pricing Query,Unable to access pricing query features properly,2024-11-04 00:00:00,2025-03-22 00:00:00,Raised,Invalid request
6304,TKT-006304,Technical Support,Software,System error related to software component,2024-10-11 00:00:00,2025-09-08 00:00:00,Rejected,Resolved successfully
6305,TKT-006305,Performance,Slow Response,Issue with slow response requiring immediate attention,2024-08-16 00:00:00,2024-11-30 00:00:00,Rejected,In progress
6306,TKT-006306,Feature Request,Integration,System error related to integration component,2024-06-22 00:00:00,2024-11-25 00:00:00,Resolved,Additional information required
6307,TKT-006307,Feature Request,New Feature,System error related to new feature component,2025-05-14 00:00:00,2025-09-03 00:00:00,Processing,In progress
6308,TKT-006308,Account Issue,Password Reset,Request for password reset support and guidance,2024-11-25 00:00:00,2025-08-11 00:00:00,Raised,Resolved successfully
6309,TKT-006309,Feature Request,New Feature,Issue with new feature requiring immediate attention,2025-06-07 00:00:00,2025-06-10 00:00:00,Raised,Resolved successfully
6310,TKT-006310,Performance,High CPU,Issue with high cpu requiring immediate attention,2024-05-19 00:00:00,2025-05-27 00:00:00,Resolved,Duplicate ticket
6311,TKT-006311,Security,Data Breach,Request for data breach support and guidance,2025-06-11 00:00:00,2025-08-12 00:00:00,Resolved,Resolved successfully
6312,TKT-006312,Security,Unauthorized Access,Request for unauthorized access support and guidance,2025-03-12 00:00:00,2025-05-26 00:00:00,Processing,Additional information required
6313,TKT-006313,Bug Report,Functional Bug,Issue with functional bug requiring immediate attention,2025-04-01 00:00:00,2025-04-05 00:00:00,Rejected,Closed as per customer request
6314,TKT-006314,Payment Issue,Currency Issue,Issue with currency issue requiring immediate attention,2025-02-15 00:00:00,2025-04-10 00:00:00,Raised,Awaiting customer response
6315,TKT-006315,Billing,Invoice Issue,System error related to invoice issue component,2024-04-05 00:00:00,2024-07-20 00:00:00,Resolved,Additional information required
6316,TKT-006316,Bug Report,UI Bug,Unable to access ui bug features properly,2024-09-07 00:00:00,2025-05-15 00:00:00,Raised,Awaiting customer response
6317,TKT-006317,Bug Report,Performance Bug,Issue with performance bug requiring immediate attention,2024-08-23 00:00:00,2025-04-29 00:00:00,Rejected,Awaiting customer response
6318,TKT-006318,Security,Unauthorized Access,Customer reported problem with unauthorized access functionality,2025-05-12 00:00:00,2025-07-24 00:00:00,Raised,In progress
6319,TKT-006319,Payment Issue,Card Declined,Unable to access card declined features properly,2025-08-17 00:00:00,2025-08-21 00:00:00,Processing,In progress
6320,TKT-006320,Feature Request,Integration,Unable to access integration features properly,2024-05-12 00:00:00,2024-06-04 00:00:00,Rejected,Escalated to technical team
6321,TKT-006321,Billing,Pricing Query,Customer reported problem with pricing query functionality,2024-10-03 00:00:00,2025-05-20 00:00:00,Resolved,Escalated to technical team
6322,TKT-006322,Feature Request,API,Unable to access api features properly,2024-10-03 00:00:00,2025-06-04 00:00:00,Raised,Escalated to technical team
6323,TKT-006323,Account Issue,Profile Update,Issue with profile update requiring immediate attention,2025-03-10 00:00:00,2025-06-02 00:00:00,Raised,In progress
6324,TKT-006324,Account Issue,Password Reset,System error related to password reset component,2025-03-27 00:00:00,2025-09-02 00:00:00,Processing,Escalated to technical team
6325,TKT-006325,Technical Support,Configuration,Customer reported problem with configuration functionality,2024-02-05 00:00:00,2025-01-23 00:00:00,Rejected,Invalid request
6326,TKT-006326,Integration,API Error,Customer reported problem with api error functionality,2024-11-17 00:00:00,2025-04-30 00:00:00,Processing,Invalid request
6327,TKT-006327,Billing,Pricing Query,Unable to access pricing query features properly,2024-09-26 00:00:00,2025-02-15 00:00:00,Resolved,Closed as per customer request
6328,TKT-006328,Account Issue,Access Rights,Unable to access access rights features properly,2024-03-22 00:00:00,2025-06-22 00:00:00,Resolved,Pending review
6329,TKT-006329,General Inquiry,Product Info,Request for product info support and guidance,2024-09-23 00:00:00,2024-10-21 00:00:00,Resolved,Awaiting customer response
6330,TKT-006330,Account Issue,Profile Update,System error related to profile update component,2025-05-10 00:00:00,2025-08-20 00:00:00,Resolved,In progress
6331,TKT-006331,Integration,Third Party,Issue with third party requiring immediate attention,2024-04-29 00:00:00,2025-05-07 00:00:00,Rejected,Duplicate ticket
6332,TKT-006332,Account Issue,Password Reset,Issue with password reset requiring immediate attention,2024-01-25 00:00:00,2024-04-07 00:00:00,Raised,Pending review
6333,TKT-006333,Billing,Refund Request,Issue with refund request requiring immediate attention,2024-12-23 00:00:00,2025-01-18 00:00:00,Rejected,Duplicate ticket
6334,TKT-006334,Technical Support,Hardware,Request for hardware support and guidance,2024-10-05 00:00:00,2025-05-14 00:00:00,Resolved,Pending review
6335,TKT-006335,Performance,High CPU,Issue with high cpu requiring immediate attention,2024-02-20 00:00:00,2024-03-04 00:00:00,Processing,Pending review
6336,TKT-006336,Technical Support,Hardware,Request for hardware support and guidance,2025-02-26 00:00:00,2025-05-02 00:00:00,Resolved,Pending review
6337,TKT-006337,Integration,Webhook,System error related to webhook component,2025-06-25 00:00:00,2025-07-22 00:00:00,Resolved,Invalid request
6338,TKT-006338,Security,Suspicious Activity,Customer reported problem with suspicious activity functionality,2025-01-04 00:00:00,2025-04-18 00:00:00,Processing,Pending review
6339,TKT-006339,Performance,Timeout,Request for timeout support and guidance,2025-02-09 00:00:00,2025-05-28 00:00:00,Raised,Additional information required
6340,TKT-006340,Security,Compliance,Issue with compliance requiring immediate attention,2024-03-26 00:00:00,2024-10-09 00:00:00,Processing,Duplicate ticket
6341,TKT-006341,Integration,Data Sync,Issue with data sync requiring immediate attention,2024-04-01 00:00:00,2025-09-02 00:00:00,Processing,Escalated to technical team
6342,TKT-006342,Billing,Pricing Query,Request for pricing query support and guidance,2024-06-30 00:00:00,2025-06-13 00:00:00,Resolved,In progress
6343,TKT-006343,Performance,Slow Response,Request for slow response support and guidance,2025-08-02 00:00:00,2025-08-23 00:00:00,Processing,Pending review
6344,TKT-006344,Bug Report,UI Bug,Request for ui bug support and guidance,2024-01-23 00:00:00,2025-04-16 00:00:00,Processing,Duplicate ticket
6345,TKT-006345,Feature Request,New Feature,System error related to new feature component,2024-10-08 00:00:00,2025-06-11 00:00:00,Rejected,Closed as per customer request
6346,TKT-006346,Bug Report,UI Bug,Issue with ui bug requiring immediate attention,2024-08-22 00:00:00,2024-11-10 00:00:00,Raised,Awaiting customer response
6347,TKT-006347,Integration,Webhook,System error related to webhook component,2025-04-28 00:00:00,2025-05-12 00:00:00,Raised,Additional information required
6348,TKT-006348,Feature Request,API,Issue with api requiring immediate attention,2025-02-27 00:00:00,2025-07-07 00:00:00,Resolved,Pending review
6349,TKT-006349,Feature Request,API,Unable to access api features properly,2025-03-05 00:00:00,2025-05-16 00:00:00,Resolved,Invalid request
6350,TKT-006350,Integration,Third Party,Request for third party support and guidance,2024-11-11 00:00:00,2024-12-24 00:00:00,Raised,Escalated to technical team
6351,TKT-006351,Performance,Slow Response,Issue with slow response requiring immediate attention,2024-09-04 00:00:00,2025-04-19 00:00:00,Raised,Pending review
6352,TKT-006352,Feature Request,API,Unable to access api features properly,2024-06-09 00:00:00,2025-07-13 00:00:00,Rejected,Additional information required
6353,TKT-006353,Integration,API Error,Request for api error support and guidance,2024-11-02 00:00:00,2025-07-31 00:00:00,Resolved,In progress
6354,TKT-006354,Technical Support,Network,System error related to network component,2024-12-13 00:00:00,2025-04-22 00:00:00,Rejected,Resolved successfully
6355,TKT-006355,Integration,Third Party,Request for third party support and guidance,2025-07-27 00:00:00,2025-09-12 00:00:00,Rejected,Invalid request
6356,TKT-006356,Technical Support,Configuration,Customer reported problem with configuration functionality,2025-05-04 00:00:00,2025-08-13 00:00:00,Rejected,Closed as per customer request
6357,TKT-006357,Feature Request,API,Customer reported problem with api functionality,2025-04-08 00:00:00,2025-08-21 00:00:00,Processing,Additional information required
6358,TKT-006358,Bug Report,Performance Bug,Customer reported problem with performance bug functionality,2024-12-25 00:00:00,2025-02-20 00:00:00,Processing,Invalid request
6359,TKT-006359,Security,Unauthorized Access,System error related to unauthorized access component,2024-05-09 00:00:00,2025-07-16 00:00:00,Rejected,Pending review
6360,TKT-006360,Security,Compliance,System error related to compliance component,2025-03-18 00:00:00,2025-07-04 00:00:00,Rejected,In progress
6361,TKT-006361,Integration,API Error,Unable to access api error features properly,2024-05-03 00:00:00,2025-03-06 00:00:00,Raised,Additional information required
6362,TKT-006362,General Inquiry,Training,Request for training support and guidance,2024-05-09 00:00:00,2024-10-31 00:00:00,Raised,Awaiting customer response
6363,TKT-006363,Security,Compliance,Unable to access compliance features properly,2025-05-23 00:00:00,2025-09-08 00:00:00,Processing,Invalid request
6364,TKT-006364,Account Issue,Access Rights,System error related to access rights component,2024-11-22 00:00:00,2025-09-12 00:00:00,Processing,In progress
6365,TKT-006365,Account Issue,Access Rights,Customer reported problem with access rights functionality,2025-08-28 00:00:00,2025-09-10 00:00:00,Rejected,In progress
6366,TKT-006366,Feature Request,Integration,System error related to integration component,2025-05-03 00:00:00,2025-09-03 00:00:00,Processing,Pending review
6367,TKT-006367,Technical Support,Network,System error related to network component,2025-04-24 00:00:00,2025-05-08 00:00:00,Raised,Additional information required
6368,TKT-006368,Technical Support,Hardware,Request for hardware support and guidance,2025-01-12 00:00:00,2025-03-25 00:00:00,Resolved,Pending review
6369,TKT-006369,Technical Support,Network,System error related to network component,2024-11-27 00:00:00,2025-02-02 00:00:00,Resolved,Closed as per customer request
6370,TKT-006370,Bug Report,Security Bug,Request for security bug support and guidance,2024-09-30 00:00:00,2025-07-08 00:00:00,Resolved,Additional information required
6371,TKT-006371,Account Issue,Profile Update,System error related to profile update component,2025-02-03 00:00:00,2025-09-04 00:00:00,Rejected,Resolved successfully
6372,TKT-006372,Bug Report,Performance Bug,Request for performance bug support and guidance,2024-07-07 00:00:00,2024-07-08 00:00:00,Resolved,In progress
6373,TKT-006373,Integration,Data Sync,Customer reported problem with data sync functionality,2024-01-11 00:00:00,2025-04-15 00:00:00,Raised,Duplicate ticket
6374,TKT-006374,Security,Data Breach,Unable to access data breach features properly,2024-05-26 00:00:00,2025-01-24 00:00:00,Rejected,Additional information required
6375,TKT-006375,Performance,Memory Issue,Issue with memory issue requiring immediate attention,2025-07-22 00:00:00,2025-08-28 00:00:00,Resolved,Escalated to technical team
6376,TKT-006376,Payment Issue,Currency Issue,Issue with currency issue requiring immediate attention,2024-08-28 00:00:00,2025-03-25 00:00:00,Rejected,Invalid request
6377,TKT-006377,Technical Support,Software,System error related to software component,2025-03-21 00:00:00,2025-09-11 00:00:00,Resolved,Pending review
6378,TKT-006378,Performance,Timeout,Unable to access timeout features properly,2024-10-19 00:00:00,2025-01-27 00:00:00,Resolved,In progress
6379,TKT-006379,Technical Support,Configuration,Unable to access configuration features properly,2025-02-11 00:00:00,2025-09-04 00:00:00,Processing,Closed as per customer request
6380,TKT-006380,Account Issue,Password Reset,System error related to password reset component,2025-05-22 00:00:00,2025-09-10 00:00:00,Rejected,Invalid request
6381,TKT-006381,Feature Request,Enhancement,Request for enhancement support and guidance,2025-05-17 00:00:00,2025-05-30 00:00:00,Rejected,Pending review
6382,TKT-006382,Integration,API Error,Unable to access api error features properly,2024-04-24 00:00:00,2024-11-09 00:00:00,Raised,Closed as per customer request
6383,TKT-006383,Integration,Data Sync,Issue with data sync requiring immediate attention,2025-04-27 00:00:00,2025-06-10 00:00:00,Resolved,Escalated to technical team
6384,TKT-006384,Account Issue,Login Problem,Issue with login problem requiring immediate attention,2025-02-01 00:00:00,2025-07-06 00:00:00,Processing,Additional information required
6385,TKT-006385,Payment Issue,Currency Issue,Unable to access currency issue features properly,2024-03-04 00:00:00,2025-07-08 00:00:00,Raised,Resolved successfully
6386,TKT-006386,Technical Support,Configuration,Issue with configuration requiring immediate attention,2024-01-22 00:00:00,2025-07-11 00:00:00,Processing,Resolved successfully
6387,TKT-006387,Bug Report,Performance Bug,Unable to access performance bug features properly,2024-01-19 00:00:00,2024-06-11 00:00:00,Raised,Duplicate ticket
6388,TKT-006388,Feature Request,Enhancement,Customer reported problem with enhancement functionality,2025-03-18 00:00:00,2025-08-11 00:00:00,Raised,Pending review
6389,TKT-006389,Integration,Data Sync,Issue with data sync requiring immediate attention,2025-07-19 00:00:00,2025-07-19 00:00:00,Processing,Closed as per customer request
6390,TKT-006390,Integration,Data Sync,Unable to access data sync features properly,2024-04-30 00:00:00,2024-06-29 00:00:00,Raised,Pending review
6391,TKT-006391,Payment Issue,Duplicate Charge,Issue with duplicate charge requiring immediate attention,2024-09-10 00:00:00,2024-10-14 00:00:00,Processing,Invalid request
6392,TKT-006392,General Inquiry,Training,Unable to access training features properly,2024-04-06 00:00:00,2024-12-31 00:00:00,Rejected,Additional information required
6393,TKT-006393,Integration,Data Sync,Issue with data sync requiring immediate attention,2024-03-25 00:00:00,2024-08-20 00:00:00,Processing,Resolved successfully
6394,TKT-006394,Bug Report,UI Bug,Request for ui bug support and guidance,2025-09-09 00:00:00,2025-09-12 00:00:00,Rejected,Closed as per customer request
6395,TKT-006395,Integration,Data Sync,Customer reported problem with data sync functionality,2024-08-10 00:00:00,2025-05-30 00:00:00,Resolved,Resolved successfully
6396,TKT-006396,Performance,Timeout,System error related to timeout component,2024-12-31 00:00:00,2025-05-26 00:00:00,Raised,Invalid request
6397,TKT-006397,Performance,High CPU,System error related to high cpu component,2024-09-05 00:00:00,2025-05-05 00:00:00,Rejected,Resolved successfully
6398,TKT-006398,Feature Request,Integration,Issue with integration requiring immediate attention,2024-09-06 00:00:00,2024-09-10 00:00:00,Raised,Duplicate ticket
6399,TKT-006399,Security,Data Breach,Issue with data breach requiring immediate attention,2025-04-09 00:00:00,2025-09-03 00:00:00,Raised,Awaiting customer response
6400,TKT-006400,Payment Issue,Transaction Failed,Request for transaction failed support and guidance,2024-02-17 00:00:00,2025-01-19 00:00:00,Resolved,Resolved successfully
6401,TKT-006401,General Inquiry,Training,System error related to training component,2025-09-12 00:00:00,2025-09-12 00:00:00,Resolved,Pending review
6402,TKT-006402,Performance,Timeout,System error related to timeout component,2024-05-27 00:00:00,2024-12-15 00:00:00,Rejected,Duplicate ticket
6403,TKT-006403,Integration,Third Party,Unable to access third party features properly,2025-06-23 00:00:00,2025-09-03 00:00:00,Resolved,Awaiting customer response
6404,TKT-006404,General Inquiry,Training,System error related to training component,2024-06-18 00:00:00,2025-03-04 00:00:00,Rejected,Duplicate ticket
6405,TKT-006405,Feature Request,API,Unable to access api features properly,2025-01-27 00:00:00,2025-07-03 00:00:00,Processing,In progress
6406,TKT-006406,Feature Request,New Feature,System error related to new feature component,2025-01-23 00:00:00,2025-07-22 00:00:00,Raised,Closed as per customer request
6407,TKT-006407,Integration,Webhook,Request for webhook support and guidance,2024-07-06 00:00:00,2025-09-06 00:00:00,Resolved,Awaiting customer response
6408,TKT-006408,Account Issue,Access Rights,Customer reported problem with access rights functionality,2024-03-17 00:00:00,2025-08-25 00:00:00,Processing,Escalated to technical team
6409,TKT-006409,Technical Support,Network,Issue with network requiring immediate attention,2024-09-27 00:00:00,2024-11-05 00:00:00,Processing,Duplicate ticket
6410,TKT-006410,Billing,Invoice Issue,Customer reported problem with invoice issue functionality,2025-09-01 00:00:00,2025-09-05 00:00:00,Raised,Resolved successfully
6411,TKT-006411,Security,Unauthorized Access,Customer reported problem with unauthorized access functionality,2025-03-08 00:00:00,2025-06-09 00:00:00,Rejected,Invalid request
6412,TKT-006412,Billing,Refund Request,Unable to access refund request features properly,2025-02-09 00:00:00,2025-04-06 00:00:00,Resolved,Additional information required
6413,TKT-006413,Technical Support,Hardware,Unable to access hardware features properly,2024-08-02 00:00:00,2025-02-07 00:00:00,Raised,Awaiting customer response
6414,TKT-006414,Billing,Invoice Issue,Issue with invoice issue requiring immediate attention,2024-11-27 00:00:00,2025-08-15 00:00:00,Resolved,Additional information required
6415,TKT-006415,Payment Issue,Currency Issue,Customer reported problem with currency issue functionality,2024-04-03 00:00:00,2024-11-13 00:00:00,Rejected,In progress
6416,TKT-006416,Technical Support,Hardware,System error related to hardware component,2024-10-08 00:00:00,2025-07-25 00:00:00,Raised,Awaiting customer response
6417,TKT-006417,Security,Suspicious Activity,System error related to suspicious activity component,2024-01-29 00:00:00,2025-06-23 00:00:00,Raised,In progress
6418,TKT-006418,General Inquiry,Product Info,System error related to product info component,2024-08-06 00:00:00,2025-03-26 00:00:00,Raised,Resolved successfully
6419,TKT-006419,Integration,Webhook,Issue with webhook requiring immediate attention,2024-03-26 00:00:00,2024-03-31 00:00:00,Processing,Pending review
6420,TKT-006420,Integration,Third Party,System error related to third party component,2024-06-09 00:00:00,2024-07-18 00:00:00,Raised,Escalated to technical team
6421,TKT-006421,Feature Request,New Feature,Issue with new feature requiring immediate attention,2025-03-01 00:00:00,2025-03-20 00:00:00,Raised,Invalid request
6422,TKT-006422,Payment Issue,Duplicate Charge,Request for duplicate charge support and guidance,2025-08-30 00:00:00,2025-09-05 00:00:00,Rejected,In progress
6423,TKT-006423,General Inquiry,Documentation,Issue with documentation requiring immediate attention,2024-10-04 00:00:00,2025-02-08 00:00:00,Resolved,Invalid request
6424,TKT-006424,Technical Support,Network,System error related to network component,2024-03-26 00:00:00,2024-05-30 00:00:00,Processing,In progress
6425,TKT-006425,Feature Request,Integration,Issue with integration requiring immediate attention,2024-03-25 00:00:00,2025-02-11 00:00:00,Raised,Awaiting customer response
6426,TKT-006426,Billing,Refund Request,Unable to access refund request features properly,2025-02-20 00:00:00,2025-03-06 00:00:00,Raised,Duplicate ticket
6427,TKT-006427,Payment Issue,Transaction Failed,Request for transaction failed support and guidance,2025-05-21 00:00:00,2025-07-22 00:00:00,Rejected,Closed as per customer request
6428,TKT-006428,Technical Support,Network,Request for network support and guidance,2025-05-29 00:00:00,2025-07-10 00:00:00,Rejected,Escalated to technical team
6429,TKT-006429,Account Issue,Access Rights,Request for access rights support and guidance,2024-01-09 00:00:00,2024-10-14 00:00:00,Raised,Escalated to technical team
6430,TKT-006430,Feature Request,API,Request for api support and guidance,2024-02-28 00:00:00,2025-03-30 00:00:00,Resolved,Invalid request
6431,TKT-006431,Payment Issue,Card Declined,System error related to card declined component,2024-12-11 00:00:00,2025-04-22 00:00:00,Processing,Invalid request
6432,TKT-006432,General Inquiry,Training,System error related to training component,2024-04-21 00:00:00,2025-06-01 00:00:00,Processing,Pending review
6433,TKT-006433,Performance,Slow Response,System error related to slow response component,2024-02-26 00:00:00,2025-03-09 00:00:00,Processing,Awaiting customer response
6434,TKT-006434,Integration,Webhook,Request for webhook support and guidance,2024-12-28 00:00:00,2025-09-04 00:00:00,Processing,Invalid request
6435,TKT-006435,General Inquiry,Training,System error related to training component,2025-07-15 00:00:00,2025-08-08 00:00:00,Resolved,In progress
6436,TKT-006436,Feature Request,Integration,Request for integration support and guidance,2024-04-03 00:00:00,2025-02-03 00:00:00,Resolved,Escalated to technical team
6437,TKT-006437,Integration,Data Sync,Customer reported problem with data sync functionality,2025-02-18 00:00:00,2025-06-24 00:00:00,Processing,Invalid request
6438,TKT-006438,Performance,Slow Response,Request for slow response support and guidance,2024-02-14 00:00:00,2024-04-20 00:00:00,Resolved,Awaiting customer response
6439,TKT-006439,Bug Report,Security Bug,Unable to access security bug features properly,2025-03-01 00:00:00,2025-04-15 00:00:00,Rejected,Invalid request
6440,TKT-006440,Feature Request,API,Issue with api requiring immediate attention,2024-10-27 00:00:00,2025-01-08 00:00:00,Resolved,Awaiting customer response
6441,TKT-006441,Payment Issue,Card Declined,Request for card declined support and guidance,2024-06-02 00:00:00,2025-08-23 00:00:00,Processing,Duplicate ticket
6442,TKT-006442,Payment Issue,Card Declined,System error related to card declined component,2024-01-11 00:00:00,2024-02-25 00:00:00,Rejected,Invalid request
6443,TKT-006443,Billing,Refund Request,Customer reported problem with refund request functionality,2025-03-12 00:00:00,2025-06-12 00:00:00,Rejected,Escalated to technical team
6444,TKT-006444,Bug Report,Security Bug,System error related to security bug component,2025-02-24 00:00:00,2025-08-31 00:00:00,Processing,In progress
6445,TKT-006445,Account Issue,Profile Update,Issue with profile update requiring immediate attention,2025-04-15 00:00:00,2025-05-06 00:00:00,Resolved,In progress
6446,TKT-006446,Technical Support,Configuration,System error related to configuration component,2024-01-15 00:00:00,2024-04-06 00:00:00,Rejected,Additional information required
6447,TKT-006447,Billing,Invoice Issue,Issue with invoice issue requiring immediate attention,2025-04-04 00:00:00,2025-08-03 00:00:00,Resolved,Escalated to technical team
6448,TKT-006448,Performance,High CPU,Request for high cpu support and guidance,2025-01-06 00:00:00,2025-05-02 00:00:00,Rejected,Awaiting customer response
6449,TKT-006449,Performance,Memory Issue,System error related to memory issue component,2025-05-08 00:00:00,2025-05-19 00:00:00,Rejected,Closed as per customer request
6450,TKT-006450,Security,Data Breach,Issue with data breach requiring immediate attention,2025-09-10 00:00:00,2025-09-12 00:00:00,Raised,Escalated to technical team
6451,TKT-006451,Performance,Timeout,Request for timeout support and guidance,2025-08-23 00:00:00,2025-08-26 00:00:00,Resolved,Resolved successfully
6452,TKT-006452,Technical Support,Software,Issue with software requiring immediate attention,2025-01-06 00:00:00,2025-02-15 00:00:00,Rejected,Escalated to technical team
6453,TKT-006453,Account Issue,Access Rights,Unable to access access rights features properly,2024-08-15 00:00:00,2024-11-23 00:00:00,Rejected,Duplicate ticket
6454,TKT-006454,Feature Request,New Feature,Unable to access new feature features properly,2025-08-13 00:00:00,2025-08-16 00:00:00,Raised,In progress
6455,TKT-006455,Account Issue,Profile Update,Request for profile update support and guidance,2025-04-21 00:00:00,2025-07-30 00:00:00,Processing,Awaiting customer response
